gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,result,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
55898,2013,4,NE,0.75,0.75,ATL,0.813,0.875,0,3-0-0,1.0,1.0,1-2-0,0.33299999999999996,1.0,loss,0.0,-1.0,-1.0,-1.0,7.5,8.333,8.333,8.333,14.125,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.125,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.0,0.0,0.0,0.0,0.8125,1.0,1.0,1.0,1.5625,0.42200000000000004,0.42200000000000004,0.42200000000000004,0.4,0.4,0.4
55899,2013,4,MIA,0.43799999999999994,0.25,NO,0.43799999999999994,0.5,0,3-0-0,1.0,1.0,3-0-0,1.0,1.0,win,0.0,10.667,10.667,10.667,0.4375,7.0,7.0,7.0,-1.8125,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.5,1.3330000000000002,1.3330000000000002,1.3330000000000002,1.625,0.667,0.667,0.667,0.125,0.667,0.667,0.667,-0.625,0.452,0.452,0.452,0.504,0.504,0.504
55900,2013,5,BUF,0.375,0.25,CLE,0.313,0.5,0,2-2-0,0.5,0.0,2-2-0,0.5,0.5,win,-1.0,-1.5,2.333,-1.5,-4.125,-1.25,-1.0,-1.25,-5.6875,1.75,1.3330000000000002,1.75,1.625,1.75,1.6669999999999998,1.75,2.125,0.0,0.667,0.0,0.1875,1.0,1.0,1.0,-0.8125,0.309,0.389,0.309,0.309,0.31,0.309
55901,2013,5,NO,0.43799999999999994,0.375,CHI,0.625,0.625,0,4-0-0,1.0,1.0,3-1-0,0.75,1.0,loss,-1.0,3.25,3.333,3.25,6.125,13.25,15.667,13.25,0.4375,2.25,2.667,2.25,1.5,1.25,1.3330000000000002,1.25,1.5,1.25,1.0,1.25,1.25,1.25,1.3330000000000002,1.25,0.125,0.355,0.331,0.355,0.455,0.452,0.455
55902,2013,5,NE,0.75,0.75,CIN,0.625,0.5,0,4-0-0,1.0,1.0,2-2-0,0.5,1.0,win,0.0,0.0,1.0,0.0,4.4375,8.0,10.0,8.0,14.125,2.25,2.0,2.25,1.625,1.0,0.33299999999999996,1.0,1.0,-0.5,0.0,-0.5,0.25,1.0,1.6669999999999998,1.0,1.5625,0.424,0.354,0.424,0.435,0.396,0.435
55903,2013,5,DET,0.25,0.25,GB,0.688,0.875,1,3-1-0,0.75,0.5,1-2-0,0.33299999999999996,1.0,win,0.6000000000000001,2.667,2.667,5.25,6.0625,5.25,3.667,5.25,-4.0625,2.333,2.333,2.333,1.0,1.75,1.6669999999999998,1.75,2.0625,-0.667,-0.667,-0.667,0.4375,1.0,0.667,1.0,-1.0,0.369,0.369,0.369,0.29100000000000004,0.26,0.29100000000000004
55904,2013,5,SEA,0.688,0.375,IND,0.688,0.875,0,4-0-0,1.0,1.0,3-1-0,0.75,0.5,win,0.0,13.5,16.667,13.5,-1.875,15.5,19.0,15.5,10.4375,0.5,0.667,0.5,1.6875,1.5,1.6669999999999998,1.5,1.125,1.5,1.3330000000000002,1.5,-0.75,1.75,2.0,1.75,0.75,0.486,0.449,0.486,0.34700000000000003,0.309,0.34700000000000003
55905,2013,5,BAL,0.625,0.5,MIA,0.43799999999999994,0.625,0,2-2-0,0.5,0.0,3-1-0,0.75,1.0,loss,0.0,0.0,-4.333,0.0,-1.8125,1.0,8.667,1.0,3.375,2.0,2.333,2.0,1.625,2.0,2.0,2.0,1.0,-0.25,-1.0,-0.25,-0.625,-0.5,-0.667,-0.5,0.5625,0.461,0.44799999999999995,0.461,0.38799999999999996,0.396,0.38799999999999996
55906,2013,5,PHI,0.25,0.25,NYG,0.563,0.75,1,1-3-0,0.25,0.5,0-4-0,0.0,0.0,loss,0.2,-21.25,-26.666999999999998,-21.25,5.3125,-9.75,-15.0,-9.75,-10.25,4.0,3.333,4.0,1.3125,2.0,2.0,2.0,2.3125,-2.25,-1.3330000000000002,-2.25,0.875,-0.75,-1.3330000000000002,-0.75,-1.5,0.239,0.13699999999999998,0.239,0.43,0.418,0.43
55907,2013,5,JAC,0.125,0.125,STL,0.469,0.5,0,0-4-0,0.0,0.0,1-3-0,0.25,0.5,win,0.0,-13.0,-18.333,-13.0,-3.0625,-24.5,-24.0,-24.5,-11.8125,1.5,1.3330000000000002,1.5,1.375,2.0,2.0,2.0,1.5625,-0.25,-0.33299999999999996,-0.25,-0.0625,-1.0,-0.667,-1.0,-0.125,0.257,0.222,0.257,0.28600000000000003,0.293,0.28600000000000003
55908,2013,5,KC,0.125,0.125,TEN,0.375,0.5,0,4-0-0,1.0,1.0,3-1-0,0.75,1.0,loss,0.0,7.25,7.332999999999999,7.25,-8.8125,15.25,11.667,15.25,-13.375,0.0,0.0,0.0,1.75,0.75,1.0,0.75,2.3125,2.25,2.333,2.25,-0.25,2.25,2.333,2.25,-1.5,0.409,0.41200000000000003,0.409,0.384,0.401,0.384
55909,2013,5,CAR,0.43799999999999994,0.5,ARI,0.313,0.5,0,1-2-0,0.33299999999999996,0.0,2-2-0,0.5,1.0,win,1.0,-5.0,-5.667000000000001,-5.0,-6.6875,10.667,10.667,4.0,-0.375,2.0,2.0,2.0,2.125,1.6669999999999998,1.6669999999999998,1.6669999999999998,1.3125,-0.25,-0.33299999999999996,-0.25,-0.0625,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.125,0.26899999999999996,0.192,0.26899999999999996,0.488,0.488,0.488
55910,2013,5,DEN,0.813,0.75,DAL,0.5,0.5,0,4-0-0,1.0,1.0,2-2-0,0.5,1.0,loss,0.0,4.75,4.667,4.75,-1.5,22.0,22.0,22.0,12.0,1.25,1.3330000000000002,1.25,1.8125,1.25,1.0,1.25,1.5625,0.75,-0.667,0.75,-0.8125,0.25,0.33299999999999996,0.25,-0.0625,0.349,0.354,0.349,0.562,0.5710000000000001,0.562
55911,2013,5,SD,0.43799999999999994,0.5,OAK,0.25,0.375,1,2-2-0,0.5,0.5,1-3-0,0.25,0.5,win,-0.6000000000000001,-5.0,-5.332999999999999,-5.0,-9.5625,1.5,3.0,1.5,0.0,1.25,1.0,1.25,1.625,1.25,1.3330000000000002,1.25,1.625,-0.5,0.0,-0.5,-0.5,-0.5,-0.667,-0.5,0.125,0.384,0.332,0.384,0.479,0.47200000000000003,0.479
55912,2013,5,HOU,0.75,0.75,SF,0.7190000000000001,0.813,0,2-2-0,0.5,0.5,2-2-0,0.5,0.5,win,0.0,-4.0,-7.332999999999999,-4.0,7.75,-3.75,-6.0,-3.75,5.3125,2.25,3.0,2.25,1.0,1.75,2.0,1.75,1.0625,-1.0,-2.0,-1.0,0.5625,-1.0,-1.3330000000000002,-1.0,0.75,0.35,0.3,0.35,0.354,0.319,0.354
55913,2013,5,NYJ,0.375,0.375,ATL,0.813,0.875,0,2-2-0,0.5,0.0,1-3-0,0.25,0.5,loss,0.0,-2.5,-1.3330000000000002,-2.5,7.5,-5.0,-7.0,-5.0,-5.875,1.25,1.0,1.25,1.125,3.0,3.333,3.0,2.3125,-0.25,0.0,-0.25,0.8125,-2.75,-3.333,-2.75,-0.875,0.424,0.474,0.424,0.34700000000000003,0.33299999999999996,0.34700000000000003
55914,2013,6,NYG,0.563,0.375,CHI,0.625,0.625,0,0-5-0,0.0,0.0,3-2-0,0.6,0.667,win,0.0,1.0,0.33299999999999996,1.0,6.125,-20.0,-25.666999999999998,-20.0,5.3125,2.0,1.6669999999999998,2.0,1.5,4.0,3.333,4.0,1.3125,0.8,1.0,0.8,1.25,-2.6,-1.6669999999999998,-2.6,0.875,0.364,0.27,0.364,0.268,0.235,0.268
55915,2013,6,GB,0.688,0.5,BAL,0.625,0.75,0,2-2-0,0.5,0.0,3-2-0,0.6,1.0,loss,0.0,1.4,7.0,1.4,3.375,5.25,9.0,4.6,6.0625,2.0,2.333,2.0,1.0,1.75,1.6669999999999998,1.75,1.0,-0.8,-1.0,-0.8,0.5625,-0.5,0.0,-0.5,0.4375,0.385,0.354,0.385,0.387,0.382,0.387
55916,2013,6,CIN,0.625,0.75,BUF,0.375,0.5,0,3-2-0,0.6,0.0,2-3-0,0.4,0.667,loss,-1.0,-3.6,-5.667000000000001,-3.6,-5.6875,1.4,0.0,1.4,4.4375,1.6,1.3330000000000002,1.6,2.125,2.2,2.667,2.2,1.625,0.6,1.0,0.6,-0.8125,-0.4,-0.667,-0.4,0.25,0.31,0.271,0.31,0.42,0.35,0.42
55917,2013,6,DET,0.25,0.25,CLE,0.313,0.5,0,3-2-0,0.6,0.33299999999999996,3-2-0,0.6,0.667,loss,0.0,1.4,9.333,1.4,-4.125,1.6,0.667,1.6,-4.0625,1.4,1.3330000000000002,1.4,1.625,1.4,1.3330000000000002,1.4,2.0625,0.2,0.667,0.2,0.1875,0.8,0.667,0.8,-1.0,0.33,0.43700000000000006,0.33,0.327,0.325,0.327
55918,2013,6,STL,0.469,0.43799999999999994,HOU,0.75,0.75,0,2-3-0,0.4,0.0,2-3-0,0.4,0.5,loss,0.0,-9.2,-18.333,-9.2,5.3125,-7.6,-11.333,-7.6,-3.0625,2.2,2.667,2.2,1.0625,1.2,1.0,1.2,1.375,-1.6,-2.0,-1.6,0.75,0.4,1.0,0.4,-0.0625,0.359,0.326,0.359,0.29,0.225,0.29
55919,2013,6,OAK,0.25,0.125,KC,0.125,0.125,1,2-3-0,0.4,0.0,5-0-0,1.0,1.0,win,-0.2,14.0,14.333,14.0,-13.375,-2.0,-5.332999999999999,-2.0,-9.5625,1.0,1.6669999999999998,1.0,2.3125,1.0,0.667,1.0,1.625,2.0,2.0,2.0,-1.5,0.6,2.0,0.6,-0.5,0.324,0.326,0.324,0.374,0.348,0.374
55920,2013,6,CAR,0.43799999999999994,0.5,MIN,0.625,0.875,0,1-3-0,0.25,0.0,1-3-0,0.25,0.5,loss,1.0,-2.0,0.667,-6.6,1.9375,4.0,7.0,8.2,-0.375,2.5,2.0,2.5,1.4375,2.25,2.333,2.25,1.3125,0.5,1.3330000000000002,0.5,-0.0625,0.0,0.33299999999999996,0.0,0.125,0.368,0.424,0.368,0.47,0.475,0.47
55921,2013,6,PIT,0.5,0.375,NYJ,0.375,0.375,0,0-4-0,0.0,0.0,3-2-0,0.6,1.0,loss,-1.0,-3.6,-5.332999999999999,-3.6,-5.875,-10.25,-11.333,-5.6,1.375,2.4,2.0,2.4,2.3125,2.75,3.0,2.75,1.875,-2.0,-1.6669999999999998,-2.0,-0.875,-2.75,-3.0,-2.75,-0.625,0.386,0.40299999999999997,0.386,0.341,0.35200000000000004,0.341
55922,2013,6,PHI,0.25,0.25,TB,0.43799999999999994,0.375,0,2-3-0,0.4,0.667,0-4-0,0.0,0.0,loss,-1.0,-6.5,-8.333,-7.4,-0.3125,-4.8,-9.0,-4.8,-10.25,1.75,2.0,1.75,1.4375,1.6,1.6669999999999998,1.6,2.3125,0.25,0.0,0.25,0.1875,0.2,-0.33299999999999996,0.2,-1.5,0.377,0.377,0.377,0.439,0.425,0.439
55923,2013,6,JAC,0.125,0.125,DEN,0.813,0.875,0,0-5-0,0.0,0.0,5-0-0,1.0,1.0,win,0.0,18.2,17.0,18.2,12.0,-22.4,-25.333000000000002,-22.4,-11.8125,1.4,1.3330000000000002,1.4,1.5625,2.2,3.0,2.2,1.5625,0.2,-0.667,0.2,-0.0625,-1.4,-2.0,-1.4,-0.125,0.588,0.624,0.588,0.27899999999999997,0.239,0.27899999999999997
55924,2013,6,TEN,0.375,0.25,SEA,0.688,1.0,0,3-2-0,0.6,0.5,4-1-0,0.8,1.0,win,0.0,11.2,8.333,11.2,10.4375,4.0,6.332999999999999,4.0,-8.8125,1.6,2.0,1.6,1.125,0.6,1.0,0.6,1.75,1.4,0.667,1.4,0.75,1.6,1.3330000000000002,1.6,-0.25,0.311,0.26,0.311,0.384,0.424,0.384
55925,2013,6,NO,0.43799999999999994,0.375,NE,0.75,0.75,0,5-0-0,1.0,1.0,4-1-0,0.8,1.0,win,0.0,5.0,6.667000000000001,5.0,14.125,12.2,17.667,12.2,0.4375,1.2,1.0,1.2,1.0,1.0,0.667,1.0,1.5,0.8,0.33299999999999996,0.8,1.5625,1.2,1.6669999999999998,1.2,0.125,0.364,0.35,0.364,0.439,0.45799999999999996,0.439
55926,2013,6,ARI,0.313,0.125,SF,0.7190000000000001,0.813,1,3-2-0,0.6,0.33299999999999996,3-2-0,0.6,0.667,win,0.6000000000000001,3.0,11.667,3.0,7.75,-0.8,-1.6669999999999998,-0.8,-6.6875,1.8,1.3330000000000002,1.8,1.0,2.2,2.667,2.2,2.125,0.0,0.667,0.0,0.5625,0.0,0.0,0.0,-0.0625,0.353,0.33799999999999997,0.353,0.282,0.273,0.282
55927,2013,6,WAS,0.625,0.625,DAL,0.5,0.5,1,1-3-0,0.25,0.5,2-3-0,0.4,0.667,win,0.2,3.2,4.0,3.2,-1.5,-5.25,-5.0,-7.2,3.0,1.4,1.3330000000000002,1.4,1.8125,1.75,1.3330000000000002,1.75,0.875,0.6,0.0,0.6,-0.8125,-0.25,0.0,-0.25,1.0625,0.41200000000000003,0.485,0.41200000000000003,0.312,0.349,0.312
55928,2013,6,IND,0.688,0.5,SD,0.43799999999999994,0.375,0,4-1-0,0.8,1.0,2-3-0,0.4,0.5,win,0.0,-0.8,-1.3330000000000002,-0.8,0.0,12.0,20.0,12.0,-1.875,2.0,2.333,2.0,1.625,0.8,1.0,0.8,1.6875,-1.4,-2.0,-1.4,0.125,1.2,1.3330000000000002,1.2,-0.75,0.456,0.371,0.456,0.506,0.48700000000000004,0.506
55929,2013,7,SEA,0.688,0.375,ARI,0.313,0.5,1,5-1-0,0.833,0.667,3-3-0,0.5,1.0,loss,0.2,-2.667,2.333,-2.6,-6.6875,10.5,1.3330000000000002,11.6,10.4375,2.5,3.333,2.6,2.125,1.6669999999999998,2.0,1.8,1.125,-0.33299999999999996,-0.33299999999999996,-0.4,-0.0625,1.167,0.33299999999999996,1.2,0.75,0.299,0.273,0.259,0.324,0.255,0.29600000000000004
55930,2013,7,TB,0.43799999999999994,0.5,ATL,0.813,0.875,1,0-5-0,0.0,0.0,1-4-0,0.2,0.33299999999999996,win,-0.2,-2.4,-4.333,-2.4,7.5,-7.4,-11.333,-7.4,-0.3125,1.2,1.3330000000000002,1.2,1.125,1.6,1.6669999999999998,1.6,1.4375,-0.4,-0.667,-0.4,0.8125,0.2,0.0,0.2,0.1875,0.439,0.461,0.439,0.381,0.382,0.381
55931,2013,7,STL,0.469,0.43799999999999994,CAR,0.43799999999999994,0.375,0,3-3-0,0.5,0.33299999999999996,2-3-0,0.4,0.5,win,0.0,8.2,15.667,8.2,-0.375,-2.167,5.0,-3.2,-3.0625,1.8,2.0,1.8,1.3125,1.0,0.667,0.8,1.375,0.4,0.667,0.4,0.125,1.0,2.333,1.2,-0.0625,0.493,0.524,0.493,0.313,0.342,0.303
55932,2013,7,CIN,0.625,0.75,DET,0.25,0.25,0,4-2-0,0.667,0.33299999999999996,4-2-0,0.667,1.0,loss,0.0,3.667,3.0,2.4,-4.0625,1.6669999999999998,-0.33299999999999996,2.6,4.4375,1.3330000000000002,1.3330000000000002,1.2,2.0625,2.0,1.6669999999999998,1.8,1.625,0.833,0.667,0.6,-1.0,-0.33299999999999996,-0.667,0.0,0.25,0.36700000000000005,0.413,0.364,0.415,0.358,0.37
55940,2013,7,CLE,0.313,0.125,GB,0.688,0.875,0,3-3-0,0.5,0.5,3-2-0,0.6,1.0,win,0.0,4.6,3.667,4.6,6.0625,-1.167,3.333,1.2,-4.125,1.8,2.0,1.8,1.0,1.5,0.667,1.2,1.625,-0.6,-0.33299999999999996,-0.6,0.4375,0.0,0.667,0.4,0.1875,0.38,0.366,0.38,0.33399999999999996,0.423,0.387
55933,2013,7,SD,0.43799999999999994,0.5,JAC,0.125,0.125,0,3-3-0,0.5,0.33299999999999996,0-6-0,0.0,0.0,loss,-1.0,-21.333000000000002,-21.333000000000002,-20.4,-11.8125,1.0,3.0,1.8,0.0,2.167,2.667,2.2,1.5625,1.6669999999999998,2.0,1.8,1.625,-1.0,-1.3330000000000002,-0.8,-0.125,-1.0,-1.3330000000000002,-1.2,0.125,0.292,0.263,0.297,0.46399999999999997,0.42700000000000005,0.456
55934,2013,7,HOU,0.75,0.75,KC,0.125,0.125,0,2-4-0,0.33299999999999996,0.33299999999999996,6-0-0,1.0,1.0,win,0.0,14.5,16.667,12.2,-13.375,-11.833,-19.667,-14.8,5.3125,1.0,2.0,1.2,2.3125,2.5,3.667,2.8,1.0625,2.0,1.0,2.0,-1.5,-2.0,-3.0,-2.4,0.75,0.318,0.311,0.315,0.363,0.371,0.34299999999999997
55935,2013,7,BUF,0.375,0.25,MIA,0.43799999999999994,0.625,1,2-4-0,0.33299999999999996,0.0,3-2-0,0.6,0.5,loss,0.2,-0.6,-6.667000000000001,-0.6,-1.8125,-3.5,-4.333,-3.8,-5.6875,1.6,2.0,1.6,1.625,1.5,1.6669999999999998,1.4,2.125,0.2,-0.33299999999999996,0.2,-0.625,0.5,0.33299999999999996,0.4,-0.8125,0.40700000000000003,0.368,0.40700000000000003,0.337,0.354,0.34299999999999997
55936,2013,7,NE,0.75,0.75,NYJ,0.375,0.375,1,5-1-0,0.833,0.667,3-3-0,0.5,0.667,win,-1.0,-5.167000000000001,-12.0,-6.4,-5.875,4.667,1.0,5.2,14.125,2.333,2.0,2.4,2.3125,1.167,1.0,0.8,1.0,-2.0,-1.6669999999999998,-2.2,-0.875,0.833,0.667,1.2,1.5625,0.36700000000000005,0.375,0.363,0.359,0.318,0.321
55937,2013,7,DAL,0.5,0.5,PHI,0.25,0.25,1,3-3-0,0.5,0.0,3-3-0,0.5,0.0,loss,0.2,-2.167,-2.0,-3.8,-10.25,5.167000000000001,1.0,5.2,-1.5,1.5,0.33299999999999996,1.4,2.3125,1.3330000000000002,1.3330000000000002,1.4,1.8125,0.16699999999999998,1.3330000000000002,0.0,-1.5,0.667,0.33299999999999996,-0.2,-0.8125,0.449,0.491,0.446,0.413,0.47200000000000003,0.429
55938,2013,7,CHI,0.625,0.625,WAS,0.625,0.625,0,4-2-0,0.667,0.5,1-4-0,0.2,0.0,win,0.0,-7.2,-4.0,-7.2,3.0,1.8330000000000002,-3.333,1.6,6.125,1.8,1.6669999999999998,1.8,0.875,1.6669999999999998,1.6669999999999998,1.8,1.5,-0.4,-0.33299999999999996,-0.4,1.0625,1.167,0.33299999999999996,1.0,1.25,0.35,0.425,0.35,0.38,0.311,0.37
55939,2013,7,SF,0.7190000000000001,0.625,TEN,0.375,0.5,0,4-2-0,0.667,0.5,3-3-0,0.5,0.667,loss,0.0,2.167,3.0,1.2,-8.8125,4.5,22.333000000000002,4.2,7.75,0.833,1.6669999999999998,1.0,1.75,1.8330000000000002,1.3330000000000002,2.2,1.0,1.3330000000000002,1.0,1.2,-0.25,0.33299999999999996,2.0,0.0,0.5625,0.376,0.392,0.371,0.342,0.35,0.31
55941,2013,7,BAL,0.625,0.5,PIT,0.5,0.625,1,3-3-0,0.5,0.33299999999999996,1-4-0,0.2,0.0,win,-0.6000000000000001,-5.6,-3.667,-5.6,1.375,0.833,-0.667,5.4,3.375,2.2,2.333,2.2,1.875,1.8330000000000002,2.667,1.8,1.0,-1.8,-1.6669999999999998,-1.8,-0.625,-0.5,-1.0,-0.6,0.5625,0.348,0.39399999999999996,0.348,0.345,0.235,0.341
55942,2013,7,DEN,0.813,0.75,IND,0.688,0.875,0,6-0-0,1.0,1.0,4-2-0,0.667,0.667,win,0.0,8.333,10.0,9.2,-1.875,17.833,17.0,17.0,12.0,0.833,1.3330000000000002,1.0,1.6875,1.6669999999999998,1.6669999999999998,1.6,1.5625,0.833,0.33299999999999996,0.6,-0.75,0.0,-0.33299999999999996,0.0,-0.0625,0.455,0.415,0.426,0.58,0.618,0.589
55943,2013,7,MIN,0.625,0.375,NYG,0.563,0.75,0,1-4-0,0.2,0.0,0-6-0,0.0,0.0,win,0.0,-17.667,-15.0,-20.2,5.3125,-6.6,-7.332999999999999,-6.6,1.9375,3.833,3.333,3.4,1.3125,2.4,1.6669999999999998,2.4,1.4375,-2.667,-2.333,-2.2,0.875,0.0,0.33299999999999996,0.0,-0.0625,0.33,0.364,0.287,0.38,0.42100000000000004,0.38
55944,2013,8,CAR,0.43799999999999994,0.5,TB,0.43799999999999994,0.375,1,3-3-0,0.5,0.33299999999999996,0-6-0,0.0,0.0,loss,-0.2,-7.5,-7.332999999999999,-8.8,-0.3125,9.333,8.0,12.2,-0.375,1.5,1.6669999999999998,1.6,1.4375,1.5,1.3330000000000002,1.4,1.3125,0.16699999999999998,0.0,0.0,0.1875,0.833,1.3330000000000002,1.2,0.125,0.36700000000000005,0.361,0.365,0.44799999999999995,0.40700000000000003,0.446
55945,2013,8,DAL,0.5,0.5,DET,0.25,0.25,0,4-3-0,0.5710000000000001,0.33299999999999996,4-3-0,0.5710000000000001,0.667,win,1.0,2.714,-0.667,2.6,-4.0625,6.428999999999999,8.667,8.2,-1.5,1.143,0.33299999999999996,1.0,2.0625,1.429,1.6669999999999998,1.4,1.8125,0.7140000000000001,0.33299999999999996,0.6,-1.0,0.7140000000000001,0.667,0.4,-0.8125,0.413,0.574,0.446,0.39899999999999997,0.466,0.43700000000000006
55946,2013,8,SF,0.7190000000000001,0.625,JAC,0.125,0.125,0,5-2-0,0.7140000000000001,0.667,0-7-0,0.0,0.0,loss,0.0,-20.857,-16.0,-22.0,-11.8125,5.857,19.0,12.2,7.75,2.0,2.0,2.4,1.5625,1.571,0.667,1.2,1.0,-1.0,-1.0,-1.2,-0.125,0.5710000000000001,2.667,1.2,0.5625,0.289,0.293,0.27,0.364,0.38299999999999995,0.36
55947,2013,8,CLE,0.313,0.125,KC,0.125,0.125,0,3-4-0,0.429,0.33299999999999996,7-0-0,1.0,1.0,win,-1.0,12.571,9.0,12.2,-13.375,-3.571,-6.332999999999999,-0.8,-4.125,1.143,1.6669999999999998,1.6,2.3125,1.429,1.0,1.4,1.625,1.571,0.667,1.4,-1.5,-0.14300000000000002,-0.33299999999999996,0.0,0.1875,0.33899999999999997,0.27899999999999997,0.34600000000000003,0.342,0.386,0.41200000000000003
55948,2013,8,MIA,0.43799999999999994,0.25,NE,0.75,0.75,1,3-3-0,0.5,0.667,5-2-0,0.7140000000000001,1.0,win,0.6000000000000001,3.571,-2.333,4.0,14.125,-0.833,-8.667,-3.6,-1.8125,1.143,1.3330000000000002,1.0,1.0,1.8330000000000002,2.333,2.0,1.625,0.7140000000000001,0.33299999999999996,0.4,1.5625,-0.16699999999999998,-1.0,-0.6,-0.625,0.32,0.166,0.293,0.377,0.251,0.353
55949,2013,8,BUF,0.375,0.25,NO,0.43799999999999994,0.5,0,3-4-0,0.429,0.33299999999999996,5-1-0,0.833,1.0,win,0.0,9.667,8.667,10.4,0.4375,-2.714,-4.667,-3.6,-5.6875,1.167,1.0,1.2,1.5,1.429,1.0,1.2,2.125,0.833,1.0,0.8,0.125,0.7140000000000001,0.33299999999999996,1.0,-0.8125,0.425,0.39799999999999996,0.418,0.35600000000000004,0.419,0.35200000000000004
55950,2013,8,NYG,0.563,0.375,PHI,0.25,0.25,1,1-6-0,0.14300000000000002,0.0,3-4-0,0.429,0.0,loss,0.2,-3.8569999999999998,4.0,-6.0,-10.25,-12.857000000000001,-1.6669999999999998,-13.4,5.3125,1.714,1.3330000000000002,1.8,2.3125,3.429,2.667,2.8,1.3125,0.0,1.0,-0.4,-1.5,-2.0,-1.6669999999999998,-1.2,0.875,0.41700000000000004,0.39899999999999997,0.39899999999999997,0.335,0.46299999999999997,0.342
55951,2013,8,PIT,0.5,0.375,OAK,0.25,0.375,0,2-4-0,0.33299999999999996,0.33299999999999996,2-4-0,0.33299999999999996,0.667,win,1.0,-4.5,-5.667000000000001,-4.6,-9.5625,-4.167,3.0,-3.6,1.375,1.3330000000000002,1.6669999999999998,1.2,1.625,2.0,1.0,2.0,1.875,0.16699999999999998,0.667,0.6,-0.5,-1.6669999999999998,-0.33299999999999996,-1.6,-0.625,0.35600000000000004,0.298,0.319,0.387,0.49700000000000005,0.40299999999999997
55952,2013,8,NYJ,0.375,0.375,CIN,0.625,0.5,0,4-3-0,0.5710000000000001,0.33299999999999996,5-2-0,0.7140000000000001,1.0,win,0.0,1.857,4.333,1.2,4.4375,-4.0,-2.667,-5.2,-5.875,1.714,1.0,1.8,1.625,2.1430000000000002,1.0,1.8,2.3125,-0.28600000000000003,0.0,-0.4,0.25,-1.714,-0.33299999999999996,-1.4,-0.875,0.41200000000000003,0.396,0.368,0.39,0.447,0.401
55953,2013,8,ATL,0.813,0.75,ARI,0.313,0.5,0,2-4-0,0.33299999999999996,0.0,3-4-0,0.429,0.667,win,-1.0,-4.0,-2.667,-5.8,-6.6875,-0.667,-0.33299999999999996,0.4,7.5,2.4290000000000003,3.0,2.8,2.125,1.167,1.0,1.0,1.125,-0.28600000000000003,-0.33299999999999996,-0.4,-0.0625,-0.33299999999999996,-0.667,-0.2,0.8125,0.304,0.35,0.307,0.42100000000000004,0.42100000000000004,0.451
55954,2013,8,WAS,0.625,0.625,DEN,0.813,0.875,0,2-4-0,0.33299999999999996,0.33299999999999996,6-1-0,0.857,1.0,win,0.0,14.429,4.333,12.2,12.0,-5.332999999999999,-0.33299999999999996,-5.2,3.0,1.857,2.667,2.0,1.5625,1.6669999999999998,1.3330000000000002,1.4,0.875,-0.28600000000000003,-1.0,-1.0,-0.0625,-0.33299999999999996,0.0,-0.2,1.0625,0.541,0.514,0.545,0.381,0.45,0.41700000000000004
55955,2013,8,GB,0.688,0.5,MIN,0.625,0.875,1,4-2-0,0.667,0.33299999999999996,1-5-0,0.16699999999999998,0.33299999999999996,loss,-0.5,-8.167,-11.333,-7.8,1.9375,6.832999999999999,11.0,9.4,6.0625,2.5,1.6669999999999998,2.2,1.4375,1.5,0.667,1.4,1.0,-0.33299999999999996,-0.667,0.0,-0.0625,-0.33299999999999996,0.0,0.0,0.4375,0.382,0.39399999999999996,0.418,0.406,0.44299999999999995,0.40700000000000003
55956,2013,8,SEA,0.688,0.375,STL,0.469,0.5,1,6-1-0,0.857,0.75,3-4-0,0.429,0.667,loss,-0.6000000000000001,-4.0,8.0,-4.8,-3.0625,10.714,4.333,8.8,10.4375,1.286,1.0,1.2,1.375,1.714,2.0,2.0,1.125,0.429,1.3330000000000002,0.8,-0.0625,1.0,0.0,0.4,0.75,0.312,0.386,0.282,0.361,0.37799999999999995,0.35
55957,2013,9,CIN,0.625,0.75,MIA,0.43799999999999994,0.625,0,6-2-0,0.75,0.5,3-4-0,0.429,0.33299999999999996,win,1.0,-2.1430000000000002,-5.0,-6.4,-1.8125,6.625,15.333,8.4,4.4375,2.0,2.0,2.4,1.625,1.625,0.667,1.2,1.625,-0.429,-0.667,-1.0,-0.625,-0.125,0.33299999999999996,-0.2,0.25,0.391,0.297,0.361,0.429,0.445,0.40399999999999997
